번호,종목코드,기업명,업종코드,업종,상장주식수(주),자본금(원),액면가(원),통화구분
848,019210,와이지-원,032509,기타 금속 가공제품 제조업,"30,573,819","15,286,909,500",500,원(KRW)
849,122870,와이지엔터테인먼트,105902,오디오물 출판 및 원판 녹음업,"18,197,609","9,098,804,500",500,원(KRW)
850,079000,와토스코리아,032202,플라스틱제품 제조업,"7,200,000","3,600,000,000",500,원(KRW)
851,114630,우노앤컴퍼니,032005,화학섬유 제조업,"13,573,965","6,886,982,500",500,원(KRW)
852,032820,우리기술,032801,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","99,556,743","49,778,371,500",500,원(KRW)
853,041190,우리기술투자,116409,기타 금융업,"84,000,000","42,000,000,000",500,원(KRW)
854,115440,우리넷,032604,통신 및 방송 장비 제조업,"9,136,944","4,568,472,000",500,원(KRW)
855,046970,우리로,032604,통신 및 방송 장비 제조업,"26,876,907","13,438,453,500",500,원(KRW)
856,082850,우리바이오,032804,전구 및 조명장치 제조업,"44,917,878","22,458,939,000",500,원(KRW)
857,215360,우리산업,033003,자동차 신품 부품 제조업,"9,132,163","4,566,081,500",500,원(KRW)
858,072470,우리산업홀딩스,033003,자동차 신품 부품 제조업,"18,887,341","9,443,670,500",500,원(KRW)
859,073560,우리손에프앤지,031001,"도축, 육류 가공 및 저장 처리업","69,237,643","34,618,821,500",500,원(KRW)
860,153490,우리이앤엘,032601,반도체 제조업,"49,900,000","24,950,000,000",500,원(KRW)
861,037400,우리조명,032804,전구 및 조명장치 제조업,"24,923,346","12,461,673,000",500,원(KRW)
862,101170,우림기계,032901,일반 목적용 기계 제조업,"13,500,000","6,750,000,000",500,원(KRW)
863,066590,우수AMS,033003,자동차 신품 부품 제조업,"24,694,303","12,347,151,500",500,원(KRW)
864,103840,우양,031003,"과실, 채소 가공 및 저장 처리업","12,858,000","1,285,800,000",100,원(KRW)
865,046940,우원개발,064201,기반조성 및 시설물 축조관련 전문공사업,"18,074,350","9,037,175,000",500,원(KRW)
866,215380,우정바이오,137001,자연과학 및 공학 연구개발업,"10,874,064","5,437,032,000",500,원(KRW)
867,065680,우주일렉트로,032602,전자부품 제조업,"9,934,220","4,967,110,000",500,원(KRW)
868,018620,우진비앤지,032102,의약품 제조업,"25,967,013","12,983,506,500",500,원(KRW)
869,032940,원익,074605,기계장비 및 관련 물품 도매업,"18,193,230","9,096,615,000",500,원(KRW)
870,240810,원익IPS,032902,특수 목적용 기계 제조업,"49,083,901","24,541,950,500",500,원(KRW)
871,074600,원익QnC,032301,유리 및 유리제품 제조업,"26,288,000","13,144,000,000",500,원(KRW)
872,104830,원익머트리얼즈,032001,기초 화학물질 제조업,"12,608,000","6,304,000,000",500,원(KRW)
873,014190,원익큐브,074607,기타 전문 도매업,"35,399,906","17,699,953,000",500,원(KRW)
874,030530,원익홀딩스,116409,기타 금융업,"77,237,981","38,618,990,500",500,원(KRW)
875,012620,원일특강,032401,1차 철강 제조업,"4,400,000","2,200,000,000",500,원(KRW)
876,008370,원풍,032202,플라스틱제품 제조업,"12,000,000","6,000,000,000",500,원(KRW)
877,008290,원풍물산,031401,봉제의복 제조업,"40,693,679","20,346,839,500",500,원(KRW)
878,101160,월덱스,032602,전자부품 제조업,"16,510,993","8,255,496,500",500,원(KRW)
879,095270,웨이브일렉트로,032702,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","11,007,614","5,503,807,000",500,원(KRW)
880,065950,웰크론,031302,직물직조 및 직물제품 제조업,"27,990,504","13,995,252,000",500,원(KRW)
881,076080,웰크론한텍,064101,건물 건설업,"19,980,102","9,990,051,000",500,원(KRW)
882,196700,웹스,032002,합성고무 및 플라스틱 물질 제조업,"13,698,476","6,849,238,000",500,원(KRW)
883,069080,웹젠,105802,소프트웨어 개발 및 공급업,"35,310,884","17,655,442,000",500,원(KRW)
884,053580,웹케시,105802,소프트웨어 개발 및 공급업,"6,763,655","3,381,827,500",500,원(KRW)
885,071460,위니아딤채,032805,가정용 기기 제조업,"35,967,295","31,872,532,500",500,원(KRW)
886,044340,위닉스,032805,가정용 기기 제조업,"17,873,425","8,936,712,500",500,원(KRW)
887,112040,위메이드,105802,소프트웨어 개발 및 공급업,"16,800,000","8,680,000,000",500,원(KRW)
888,065370,위세아이텍,105802,소프트웨어 개발 및 공급업,"4,292,500","2,146,250,000",500,원(KRW)
889,038620,위즈코프,074707,연료 소매업,"38,830,772","19,415,386,000",500,원(KRW)
890,299900,위지윅스튜디오,105901,"영화, 비디오물, 방송프로그램 제작 및 배급업","28,715,859","14,357,929,500",500,원(KRW)
891,036090,위지트,032902,특수 목적용 기계 제조업,"81,265,715","40,632,857,500",500,원(KRW)
892,136540,윈스,106201,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","12,139,563","6,069,781,500",500,원(KRW)
893,097800,윈팩,032601,반도체 제조업,"37,250,885","18,625,442,500",500,원(KRW)
894,192390,윈하이텍,032501,"구조용 금속제품, 탱크 및 증기발생기 제조업","10,656,896","5,328,448,000",500,원(KRW)
895,313760,윌링스,032801,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","4,862,000","2,431,000,000",500,원(KRW)
896,900340,윙입푸드,116409,기타 금융업,"45,237,536","256,160,868",0,홍콩달러(HKD)
897,215090,유니맥스글로벌,032702,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","20,249,101","2,024,910,100",100,원(KRW)
898,036200,유니셈,032902,특수 목적용 기계 제조업,"30,664,223","15,332,111,500",500,원(KRW)
899,018000,유니슨,032901,일반 목적용 기계 제조업,"93,600,606","46,800,303,000",500,원(KRW)
900,203450,유니온커뮤니티,032604,통신 및 방송 장비 제조업,"14,679,007","7,339,503,500",500,원(KRW)
901,011320,유니크,033003,자동차 신품 부품 제조업,"19,320,695","9,660,347,500",500,원(KRW)
902,086390,유니테스트,032902,특수 목적용 기계 제조업,"21,134,126","10,567,063,000",500,원(KRW)
903,241690,유니테크노,033003,자동차 신품 부품 제조업,"11,927,520","5,963,760,000",500,원(KRW)
904,142210,유니트론텍,074502,자동차 부품 및 내장품 판매업,"10,651,857","5,325,928,500",500,원(KRW)
905,048430,유라테크,032801,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","11,520,000","5,760,000,000",500,원(KRW)
906,206650,유바이오로직스,032102,의약품 제조업,"26,792,493","13,396,246,500",500,원(KRW)
907,089850,유비벨록스,105802,소프트웨어 개발 및 공급업,"7,115,697","3,557,848,500",500,원(KRW)
908,032620,유비케어,105802,소프트웨어 개발 및 공급업,"52,197,139","26,098,569,500",500,원(KRW)
909,264450,유비쿼스,032604,통신 및 방송 장비 제조업,"5,123,955","2,561,977,500",500,원(KRW)
910,078070,유비쿼스홀딩스,116409,기타 금융업,"18,696,628","10,348,314,000",500,원(KRW)
911,024800,유성티엔에스,084902,육상 여객 운송업,"27,213,580","13,606,790,000",500,원(KRW)
912,054930,유신,137201,"건축기술, 엔지니어링 및 관련 기술 서비스업","3,000,000","15,000,000,000","5,000",원(KRW)
913,069330,유아이디,032602,전자부품 제조업,"11,887,792","5,943,896,000",500,원(KRW)
914,049520,유아이엘,032602,전자부품 제조업,"21,784,936","11,142,469,000",500,원(KRW)
915,287410,유안타제3호스팩,116601,금융 지원 서비스업,"4,235,000","423,500,000",100,원(KRW)
916,313750,유안타제4호스팩,116601,금융 지원 서비스업,"4,650,000","465,000,000",100,원(KRW)
917,336060,유안타제5호스팩,116601,금융 지원 서비스업,"5,930,000","593,000,000",100,원(KRW)
918,340360,유안타제6호스팩,116601,금융 지원 서비스업,"6,845,000","684,500,000",100,원(KRW)
919,056090,유앤아이,032701,의료용 기기 제조업,"7,764,894","3,882,447,000",500,원(KRW)
920,263770,유에스티,032401,1차 철강 제조업,"23,700,172","2,370,017,200",100,원(KRW)
921,023410,유진기업,032303,"시멘트, 석회, 플라스터 및 그 제품 제조업","77,310,863","38,655,431,500",500,원(KRW)
922,056080,유진로봇,032902,특수 목적용 기계 제조업,"37,512,152","18,756,076,000",500,원(KRW)
923,321260,유진스팩4호,116601,금융 지원 서비스업,"3,490,000","349,000,000",100,원(KRW)
924,331380,유진스팩5호,116601,금융 지원 서비스업,"4,010,000","401,000,000",100,원(KRW)
925,084370,유진테크,032902,특수 목적용 기계 제조업,"22,916,042","11,458,021,000",500,원(KRW)
926,178780,유테크,032602,전자부품 제조업,"24,568,771","12,284,385,500",500,원(KRW)
927,179900,유티아이,032602,전자부품 제조업,"15,864,895","7,932,447,500",500,원(KRW)
928,263050,유틸렉스,032101,기초 의약물질 및 생물학적 제제 제조업,"7,410,778","3,705,389,000",500,원(KRW)
929,191410,육일씨엔에쓰,032602,전자부품 제조업,"9,363,022","4,681,511,000",500,원(KRW)
930,072770,율호,106201,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","35,957,518","17,978,759,000",500,원(KRW)
931,039020,이건홀딩스,116409,기타 금융업,"22,584,709","22,584,709,000","1,000",원(KRW)
932,060230,이그잭스,032602,전자부품 제조업,"71,596,816","35,798,408,000",500,원(KRW)
933,067920,이글루시큐리티,106309,기타 정보 서비스업,"10,996,119","5,498,059,500",500,원(KRW)
934,044960,이글벳,074607,기타 전문 도매업,"12,641,883","6,320,941,500",500,원(KRW)
935,302430,이노메트리,032902,특수 목적용 기계 제조업,"9,650,216","4,825,108,000",500,원(KRW)
936,073490,이노와이어리스,032604,통신 및 방송 장비 제조업,"6,002,500","3,001,250,000",500,원(KRW)
937,215790,이노인스트루먼트,032604,통신 및 방송 장비 제조업,"20,283,149","10,141,574,500",500,원(KRW)
938,246960,이노테라피,137001,자연과학 및 공학 연구개발업,"5,044,184","2,522,092,000",500,원(KRW)
939,088390,이녹스,033109,그외 기타 운송장비 제조업,"9,350,844","4,675,422,000",500,원(KRW)
940,272290,이녹스첨단소재,032602,전자부품 제조업,"9,232,420","4,616,210,000",500,원(KRW)
941,053350,이니텍,105802,소프트웨어 개발 및 공급업,"19,790,916","9,895,458,000",500,원(KRW)
942,258610,이더블유케이,032501,"구조용 금속제품, 탱크 및 증기발생기 제조업","9,672,944","4,836,472,000",500,원(KRW)
943,041520,이라이콤,074601,상품 중개업,"12,188,730","6,094,365,000",500,원(KRW)
944,264850,이랜시스,032602,전자부품 제조업,"27,051,812","2,705,181,200",100,원(KRW)
945,054210,이랜텍,032602,전자부품 제조업,"21,985,432","10,992,716,000",500,원(KRW)
946,065440,이루온,105802,소프트웨어 개발 및 공급업,"27,275,020","13,637,510,000",500,원(KRW)
947,036260,이매진아시아,105901,"영화, 비디오물, 방송프로그램 제작 및 배급업","43,778,171","21,889,085,500",500,원(KRW)
948,115610,이미지스,032601,반도체 제조업,"7,669,128","3,834,564,000",500,원(KRW)
949,323210,이베스트이안스팩1호,116601,금융 지원 서비스업,"3,200,000","320,000,000",100,원(KRW)
950,078020,이베스트투자증권,116601,금융 지원 서비스업,"55,481,190","277,405,950,000","5,000",원(KRW)
951,080010,이상네트웍스,074601,상품 중개업,"9,015,000","4,507,500,000",500,원(KRW)
952,086890,이수앱지스,032103,의료용품 및 기타 의약 관련제품 제조업,"26,625,292","13,312,646,000",500,원(KRW)
953,047560,이스트소프트,105802,소프트웨어 개발 및 공급업,"9,899,400","4,949,700,000",500,원(KRW)
954,900110,이스트아시아홀딩스,116409,기타 금융업,"109,000,686","528,714,165",0,중국위안(CNY)
955,067010,이씨에스,106201,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","6,591,190","3,750,000,000",500,원(KRW)
956,223310,이에스브이,105802,소프트웨어 개발 및 공급업,"131,207,916","13,120,791,600",100,원(KRW)
957,052190,이에스에이,189001,창작 및 예술관련 서비스업,"45,801,509","22,900,754,500",500,원(KRW)
958,226360,이엑스티,064102,토목 건설업,"29,352,025","2,935,202,500",100,원(KRW)
959,102710,이엔에프테크놀로지,032004,기타 화학제품 제조업,"14,227,836","7,113,918,000",500,원(KRW)
960,094190,이엘케이,032602,전자부품 제조업,"72,327,965","36,163,982,500",500,원(KRW)
961,063760,이엘피,032702,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","4,910,500","2,455,250,000",500,원(KRW)
962,123570,이엠넷,137103,광고업,"22,276,078","11,138,039,000",500,원(KRW)
963,095190,이엠코리아,032902,특수 목적용 기계 제조업,"36,332,704","18,166,352,000",500,원(KRW)
964,091120,이엠텍,032602,전자부품 제조업,"16,060,936","8,030,468,000",500,원(KRW)
965,039030,이오테크닉스,032902,특수 목적용 기계 제조업,"12,319,550","6,159,775,000",500,원(KRW)
966,088290,이원컴포텍,033003,자동차 신품 부품 제조업,"17,047,866","8,523,933,000",500,원(KRW)
967,181340,이즈미디어,032702,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","7,045,100","3,522,550,000",500,원(KRW)
968,035810,이지바이오,031008,동물용 사료 및 조제식품 제조업,"57,927,351","29,339,615,000",500,원(KRW)
969,090850,이지웰페어,105802,소프트웨어 개발 및 공급업,"11,171,127","5,585,563,500",500,원(KRW)
970,099750,이지케어텍,105802,소프트웨어 개발 및 공급업,"6,386,000","3,193,000,000",500,원(KRW)
971,092130,이크레더블,106309,기타 정보 서비스업,"12,043,600","6,146,800,000",500,원(KRW)
972,016250,이테크건설,064101,건물 건설업,"2,800,000","14,000,000,000","5,000",원(KRW)
973,096040,이트론,074607,기타 전문 도매업,"349,598,748","69,919,749,600",200,원(KRW)
974,134060,이퓨쳐,105801,"서적, 잡지 및 기타 인쇄물 출판업","4,769,250","2,384,625,000",500,원(KRW)
975,001840,이화공영,064101,건물 건설업,"19,805,760","9,902,880,000",500,원(KRW)
976,024810,이화전기,032801,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","718,312,032","143,662,406,400",200,원(KRW)
977,041830,인바디,032701,의료용 기기 제조업,"13,683,782","6,841,891,000",500,원(KRW)
978,079950,인베니아,032902,특수 목적용 기계 제조업,"23,200,000","11,600,000,000",500,원(KRW)
979,277410,인산가,031007,기타 식품 제조업,"26,507,851","2,650,785,100",100,원(KRW)
980,060150,인선이엔티,053802,폐기물 처리업,"38,391,282","19,195,641,000",500,원(KRW)
981,033230,인성정보,106201,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","19,158,271","9,579,135,500",500,원(KRW)
982,037330,인지디스플레,032602,전자부품 제조업,"43,885,224","21,942,612,000",500,원(KRW)
983,083640,인콘,032604,통신 및 방송 장비 제조업,"79,345,898","15,869,179,600",200,원(KRW)
984,216050,인크로스,137103,광고업,"8,056,777","4,028,388,500",500,원(KRW)
985,049070,인탑스,032604,통신 및 방송 장비 제조업,"17,200,000","8,600,000,000",500,원(KRW)
986,119610,인터로조,032703,사진장비 및 광학기기 제조업,"11,344,520","5,672,260,000",500,원(KRW)
987,017250,인터엠,032605,영상 및 음향기기 제조업,"21,045,467","10,522,733,500",500,원(KRW)
988,108790,인터파크,074709,무점포 소매업,"33,155,480","16,577,740,000",500,원(KRW)
989,035080,인터파크홀딩스,074709,무점포 소매업,"58,500,000","30,421,046,500",500,원(KRW)
990,051370,인터플렉스,032602,전자부품 제조업,"23,327,472","11,663,736,000",500,원(KRW)
991,064290,인텍플러스,032902,특수 목적용 기계 제조업,"12,524,962","6,262,481,000",500,원(KRW)
992,189300,인텔리안테크,032604,통신 및 방송 장비 제조업,"7,540,502","3,770,251,000",500,원(KRW)
993,150840,인트로메딕,032701,의료용 기기 제조업,"25,086,904","12,543,452,000",500,원(KRW)
994,048530,인트론바이오,032101,기초 의약물질 및 생물학적 제제 제조업,"30,010,745","15,005,372,500",500,원(KRW)
995,175140,인포마크,032604,통신 및 방송 장비 제조업,"3,653,256","1,826,628,000",500,원(KRW)
996,115310,인포바인,106102,전기 통신업,"3,192,883","1,596,441,500",500,원(KRW)
997,039290,인포뱅크,106309,기타 정보 서비스업,"8,693,978","4,346,989,000",500,원(KRW)
998,041020,인프라웨어,105802,소프트웨어 개발 및 공급업,"37,463,160","18,731,580,000",500,원(KRW)
999,071200,인피니트헬스케어,105802,소프트웨어 개발 및 공급업,"24,396,458","12,198,229,000",500,원(KRW)
1000,101930,인화정공,033101,선박 및 보트 건조업,"9,331,705","4,665,852,500",500,원(KRW)
1001,068330,일신바이오,032901,일반 목적용 기계 제조업,"44,216,140","4,421,614,000",100,원(KRW)
1002,058450,일야,032604,통신 및 방송 장비 제조업,"15,900,000","7,950,000,000",500,원(KRW)
1003,019540,일지테크,033003,자동차 신품 부품 제조업,"13,513,500","6,756,750,000",500,원(KRW)
1004,094820,일진파워,064203,전기 및 통신 공사업,"15,078,709","7,539,354,500",500,원(KRW)
1005,950140,잉글우드랩,032004,기타 화학제품 제조업,"19,867,866",0,0,미국달러(USD)
1006,049550,잉크테크,032004,기타 화학제품 제조업,"16,019,932","8,310,957,500",500,원(KRW)
1007,254120,자비스,032902,특수 목적용 기계 제조업,"18,656,254","1,865,625,400",100,원(KRW)
1008,043910,자연과환경,053901,환경 정화 및 복원업,"53,149,357","26,574,678,500",500,원(KRW)
1009,234920,자이글,032805,가정용 기기 제조업,"13,530,910","6,765,455,000",500,원(KRW)
1010,174880,장원테크,032604,통신 및 방송 장비 제조업,"32,229,009","3,222,900,900",100,원(KRW)
1011,049630,재영솔루텍,032703,사진장비 및 광학기기 제조업,"72,794,917","36,397,458,500",500,원(KRW)
1012,110020,전진바이오팜,032004,기타 화학제품 제조업,"4,795,928","2,397,964,000",500,원(KRW)
1013,065530,전파기지국,106102,전기 통신업,"52,860,000","26,430,000,000",500,원(KRW)
1014,208140,정다운,031001,"도축, 육류 가공 및 저장 처리업","20,529,824","2,052,982,400",100,원(KRW)
1015,022220,정산애강,032202,플라스틱제품 제조업,"51,794,579","25,897,289,500",500,원(KRW)
1016,040420,정상제이엘에스,168505,일반 교습 학원,"15,677,552","8,478,776,000",500,원(KRW)
1017,045510,정원엔시스,106201,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","32,209,292","16,104,646,000",500,원(KRW)
1018,065620,제낙스,032401,1차 철강 제조업,"22,486,744","11,243,372,000",500,원(KRW)
1019,217190,제너셈,032902,특수 목적용 기계 제조업,"8,769,174","4,384,587,000",500,원(KRW)
1020,095700,제넥신,137001,자연과학 및 공학 연구개발업,"23,761,297","11,880,648,500",500,원(KRW)
1021,072520,제넨바이오,053802,폐기물 처리업,"86,947,238","8,694,723,800",100,원(KRW)
1022,122310,제노레이,032701,의료용 기기 제조업,"4,920,362","2,460,181,000",500,원(KRW)
1023,187420,제노포커스,032101,기초 의약물질 및 생물학적 제제 제조업,"21,838,263","10,919,131,500",500,원(KRW)
1024,123330,제닉,032004,기타 화학제품 제조업,"7,000,000","3,500,000,000",500,원(KRW)
1025,159580,제로투세븐,074604,생활용품 도매업,"20,032,636","10,016,318,000",500,원(KRW)
1026,147830,제룡산업,032501,"구조용 금속제품, 탱크 및 증기발생기 제조업","10,000,000","5,000,000,000",500,원(KRW)
1027,033100,제룡전기,032801,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","16,062,409","8,031,204,500",500,원(KRW)
1028,079370,제우스,032902,특수 목적용 기계 제조업,"10,384,000","5,192,000,000",500,원(KRW)
1029,054950,제이브이엠,032901,일반 목적용 기계 제조업,"6,330,908","3,165,454,000",500,원(KRW)
1030,096690,제이스테판,032603,컴퓨터 및 주변장치 제조업,"38,660,656","38,660,656,000","1,000",원(KRW)
1031,090470,제이스텍,032902,특수 목적용 기계 제조업,"14,597,808","7,298,904,000",500,원(KRW)
1032,137950,제이씨케미칼,032004,기타 화학제품 제조업,"22,209,318","11,104,659,000",500,원(KRW)
1033,033320,제이씨현시스템,074605,기계장비 및 관련 물품 도매업,"19,114,432","9,557,216,000",500,원(KRW)
1034,026040,제이에스티나,033301,귀금속 및 장신용품 제조업,"16,503,790","8,684,795,000",500,원(KRW)
1035,126880,제이엔케이히터,032901,일반 목적용 기계 제조업,"21,740,896","10,870,448,000",500,원(KRW)
1036,322510,제이엘케이인스펙션,106201,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","14,966,737","1,496,673,700",100,원(KRW)
1037,033050,제이엠아이,031802,기록매체 복제업,"32,579,342","32,579,342,000","1,000",원(KRW)
1038,094970,제이엠티,032602,전자부품 제조업,"16,748,240","8,374,120,000",500,원(KRW)
1039,058420,제이웨이,105901,"영화, 비디오물, 방송프로그램 제작 및 배급업","20,614,210","10,307,105,000",500,원(KRW)
1040,089790,제이티,032902,특수 목적용 기계 제조업,"10,315,513","5,157,756,500",500,원(KRW)
1041,052670,제일바이오,032102,의약품 제조업,"15,000,000","7,500,000,000",500,원(KRW)
1042,023440,제일제강,032401,1차 철강 제조업,"29,492,393","14,746,196,500",500,원(KRW)
1043,038010,제일테크노스,032501,"구조용 금속제품, 탱크 및 증기발생기 제조업","9,000,000","4,500,000,000",500,원(KRW)
1044,080220,제주반도체,032601,반도체 제조업,"28,632,514","14,466,257,000",500,원(KRW)
1045,216080,제테마,032103,의료용품 및 기타 의약 관련제품 제조업,"8,118,935","4,059,467,500",500,원(KRW)
1046,082270,젬백스,032902,특수 목적용 기계 제조업,"39,135,187","19,567,593,500",500,원(KRW)
1047,041590,젬백스지오,064202,건물설비 설치 공사업,"67,441,357","33,720,678,500",500,원(KRW)
1048,044060,조광ILI,032901,일반 목적용 기계 제조업,"9,885,656","4,942,828,000",500,원(KRW)
1049,034940,조아제약,032102,의약품 제조업,"28,633,680","14,316,840,000",500,원(KRW)
1050,101730,조이맥스,105802,소프트웨어 개발 및 공급업,"8,505,234","4,252,617,000",500,원(KRW)
1051,067000,조이시티,105802,소프트웨어 개발 및 공급업,"11,783,395","5,891,697,500",500,원(KRW)
1052,033340,좋은사람들,031401,봉제의복 제조업,"29,908,224","14,954,112,000",500,원(KRW)
1053,036930,주성엔지니어링,032902,특수 목적용 기계 제조업,"48,249,212","24,124,606,000",500,원(KRW)
1054,239340,줌인터넷,106301,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업","26,787,117","2,678,711,700",100,원(KRW)
1055,072020,중앙백신,032101,기초 의약물질 및 생물학적 제제 제조업,"9,960,000","4,980,000,000",500,원(KRW)
1056,000440,중앙에너비스,074607,기타 전문 도매업,"6,227,130","3,113,565,000",500,원(KRW)
1057,054180,중앙오션,033101,선박 및 보트 건조업,"28,014,473","14,007,236,500",500,원(KRW)
1058,228760,지노믹트리,032103,의료용품 및 기타 의약 관련제품 제조업,"19,986,215","9,993,107,500",500,원(KRW)
1059,043610,지니뮤직,106301,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업","58,115,438","29,057,719,000",500,원(KRW)
1060,263860,지니언스,105802,소프트웨어 개발 및 공급업,"9,444,600","4,722,300,000",500,원(KRW)
1061,303030,지니틱스,032601,반도체 제조업,"33,873,125","3,387,312,500",100,원(KRW)
1062,208350,지란지교시큐리티,105802,소프트웨어 개발 및 공급업,"7,774,533","3,887,266,500",500,원(KRW)
1063,114570,지스마트글로벌,032601,반도체 제조업,"113,393,949","56,696,974,500",500,원(KRW)
1064,051160,지어소프트,105802,소프트웨어 개발 및 공급업,"14,574,555","7,287,277,500",500,원(KRW)
1065,053050,지에스이,043502,연료용 가스 제조 및 배관공급업,"29,987,597","15,304,357,500",500,원(KRW)
1066,119850,지엔씨에너지,032801,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","16,295,828","8,428,349,000",500,원(KRW)
1067,065060,지엔코,031401,봉제의복 제조업,"98,008,044","49,004,022,000",500,원(KRW)
1068,204840,지엘팜텍,137001,자연과학 및 공학 연구개발업,"44,684,323","4,468,432,300",100,원(KRW)
1069,111820,지와이커머스,106309,기타 정보 서비스업,"20,557,009","10,278,504,500",500,원(KRW)
1070,115450,지트리비앤티,032602,전자부품 제조업,"25,011,044","12,505,522,000",500,원(KRW)
1071,219750,지티지웰니스,032701,의료용 기기 제조업,"12,316,266","6,158,133,000",500,원(KRW)
1072,018120,진로발효,031101,알코올음료 제조업,"6,621,120","3,533,010,000",500,원(KRW)
1073,109820,진매트릭스,137001,자연과학 및 공학 연구개발업,"18,460,765","9,230,382,500",500,원(KRW)
1074,086060,진바이오텍,031008,동물용 사료 및 조제식품 제조업,"8,610,587","4,305,293,500",500,원(KRW)
1075,036890,진성티이씨,032902,특수 목적용 기계 제조업,"22,482,268","11,241,134,000",500,원(KRW)
1076,007370,진양제약,032102,의약품 제조업,"12,000,000","6,000,000,000",500,원(KRW)
1077,085660,차바이오텍,032101,기초 의약물질 및 생물학적 제제 제조업,"52,480,564","26,240,282,000",500,원(KRW)
1078,900040,차이나그레이트,116409,기타 금융업,"125,866,557","12,586,656",0.1,미국달러(USD)
1079,094850,참좋은여행,147502,여행사 및 기타 여행보조 서비스업,"14,000,000","7,000,000,000",500,원(KRW)
1080,004650,창해에탄올,031101,알코올음료 제조업,"9,190,885","4,595,442,500",500,원(KRW)
1081,311690,천랩,137001,자연과학 및 공학 연구개발업,"3,821,948","1,910,974,000",500,원(KRW)
1082,278280,천보,032001,기초 화학물질 제조업,"10,000,000","5,000,000,000",500,원(KRW)
1083,096240,청담러닝,168505,일반 교습 학원,"7,674,651","3,837,325,500",500,원(KRW)
1084,013720,청보산업,033003,자동차 신품 부품 제조업,"8,178,771","4,089,385,500",500,원(KRW)
1085,066360,체리부로,031001,"도축, 육류 가공 및 저장 처리업","27,872,369","13,936,184,500",500,원(KRW)
1086,047820,초록뱀,105901,"영화, 비디오물, 방송프로그램 제작 및 배급업","83,758,385","41,879,192,500",500,원(KRW)
1087,094360,칩스앤미디어,105802,소프트웨어 개발 및 공급업,"7,415,627","3,851,313,500",500,원(KRW)
1088,016920,카스,074605,기계장비 및 관련 물품 도매업,"22,356,464","11,178,232,000",500,원(KRW)
1089,042000,카페24,106301,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업","9,430,597","4,715,298,500",500,원(KRW)
1090,317530,캐리소프트,105901,"영화, 비디오물, 방송프로그램 제작 및 배급업","6,761,196","3,380,598,000",500,원(KRW)
1091,071850,캐스텍코리아,033003,자동차 신품 부품 제조업,"16,569,188","8,284,594,000",500,원(KRW)
1092,180400,캔서롭,137209,기타 과학기술 서비스업,"22,130,432","11,065,216,000",500,원(KRW)
1093,050110,캠시스,032602,전자부품 제조업,"64,299,070","32,149,535,000",500,원(KRW)
1094,900310,컬러레이,137105,회사 본부 및 경영 컨설팅 서비스업,"54,000,000","336,160,634",0,중국위안(CNY)
1095,078340,컴투스,105802,소프트웨어 개발 및 공급업,"12,866,420","6,433,210,000",500,원(KRW)
1096,307930,컴퍼니케이,116409,기타 금융업,"15,610,000","9,755,000,000",500,원(KRW)
1097,263700,케어랩스,105802,소프트웨어 개발 및 공급업,"6,425,275","3,212,637,500",500,원(KRW)
1098,214370,케어젠,032101,기초 의약물질 및 생물학적 제제 제조업,"10,743,000","5,371,500,000",500,원(KRW)
1099,221980,케이디켐,032004,기타 화학제품 제조업,"4,034,800","2,017,400,000",500,원(KRW)
1100,043290,케이맥,032902,특수 목적용 기계 제조업,"7,141,531","3,570,765,500",500,원(KRW)
1101,317030,케이비17호스팩,116601,금융 지원 서비스업,"5,461,000","546,100,000",100,원(KRW)
1102,323940,케이비제18호스팩,116601,금융 지원 서비스업,"7,822,000","782,200,000",100,원(KRW)
1103,330990,케이비제19호스팩,116601,금융 지원 서비스업,"4,301,000","430,100,000",100,원(KRW)
1104,342550,케이비제20호스팩,116601,금융 지원 서비스업,"6,501,000","650,100,000",100,원(KRW)
1105,192250,케이사인,105802,소프트웨어 개발 및 공급업,"64,671,257","6,467,125,700",100,원(KRW)
1106,115500,케이씨에스,106201,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","12,000,000","6,000,000,000",500,원(KRW)
