번호,종목코드,기업명,업종코드,업종,상장주식수(주),자본금(원),액면가(원),통화구분
325,038060,루멘스,032601,반도체 제조업,"47,718,750","23,859,375,000",500,원(KRW)
326,082800,루미마이크로,032601,반도체 제조업,"123,643,935","61,821,967,500",500,원(KRW)
327,085370,루트로닉,032701,의료용 기기 제조업,"25,587,967","13,169,630,500",500,원(KRW)
328,060240,룽투코리아,105802,소프트웨어 개발 및 공급업,"25,429,284","13,064,642,000",500,원(KRW)
329,058470,리노공업,032602,전자부품 제조업,"15,242,370","7,621,185,000",500,원(KRW)
330,039980,리노스,074704,"섬유, 의복, 신발 및 가죽제품 소매업","39,601,703","19,800,851,500",500,원(KRW)
331,019570,리더스 기술투자,116402,신탁업 및 집합투자업,"59,106,966","29,553,483,000",500,원(KRW)
332,016100,리더스코스메틱,032004,기타 화학제품 제조업,"18,187,414","9,093,707,000",500,원(KRW)
333,197210,리드,032902,특수 목적용 기계 제조업,"25,060,166","12,530,083,000",500,원(KRW)
334,012700,리드코프,074607,기타 전문 도매업,"26,446,135","13,777,741,000",500,원(KRW)
335,302550,리메드,032701,의료용 기기 제조업,"5,822,956","2,911,478,000",500,원(KRW)
336,277070,린드먼아시아,116402,신탁업 및 집합투자업,"13,500,000","6,750,000,000",500,원(KRW)
337,042500,링네트,106201,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","15,216,878","7,608,439,000",500,원(KRW)
338,219420,링크제니시스,105802,소프트웨어 개발 및 공급업,"10,000,000","1,000,000,000",100,원(KRW)
339,195500,마니커에프앤지,031001,"도축, 육류 가공 및 저장 처리업","10,378,000","5,189,000,000",500,원(KRW)
340,305090,마이크로디지탈,032701,의료용 기기 제조업,"3,630,800","1,815,400,000",500,원(KRW)
341,098120,마이크로컨텍솔,032602,전자부품 제조업,"8,312,766","4,156,383,000",500,원(KRW)
342,227950,마이크로텍,032902,특수 목적용 기계 제조업,"25,548,519","2,554,851,900",100,원(KRW)
343,147760,마이크로프랜드,032702,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","10,819,866","5,409,933,000",500,원(KRW)
344,038290,마크로젠,137309,"그외 기타 전문, 과학 및 기술 서비스업","10,605,454","5,302,727,000",500,원(KRW)
345,267980,매일유업,031005,낙농제품 및 식용빙과류 제조업,"7,843,638","3,921,819,000",500,원(KRW)
346,005990,매일홀딩스,031005,낙농제품 및 식용빙과류 제조업,"13,718,304","6,859,152,000",500,원(KRW)
347,127160,매직마이크로,032602,전자부품 제조업,"61,490,323","6,149,032,300",100,원(KRW)
348,093520,매커스,074605,기계장비 및 관련 물품 도매업,"16,163,092","8,081,546,000",500,원(KRW)
349,141070,맥스로텍,032902,특수 목적용 기계 제조업,"28,471,602","14,235,801,000",500,원(KRW)
350,100590,머큐리,032604,통신 및 방송 장비 제조업,"14,763,600","7,381,800,000",500,원(KRW)
351,067280,멀티캠퍼스,168506,기타 교육기관,"5,926,779","2,963,389,500",500,원(KRW)
352,072870,메가스터디,105801,"서적, 잡지 및 기타 인쇄물 출판업","11,920,959","5,960,479,500",500,원(KRW)
353,215200,메가스터디교육,168505,일반 교습 학원,"11,821,880","1,182,188,000",100,원(KRW)
354,133750,메가엠디,168505,일반 교습 학원,"23,097,077","11,548,538,500",500,원(KRW)
355,235980,메드팩토,137001,자연과학 및 공학 연구개발업,"10,097,421","5,048,710,500",500,원(KRW)
356,041920,메디아나,032701,의료용 기기 제조업,"8,650,496","4,325,248,000",500,원(KRW)
357,014100,메디앙스,032004,기타 화학제품 제조업,"11,800,000","5,900,000,000",500,원(KRW)
358,086900,메디톡스,032101,기초 의약물질 및 생물학적 제제 제조업,"5,815,090","2,907,545,000",500,원(KRW)
359,078160,메디포스트,032101,기초 의약물질 및 생물학적 제제 제조업,"15,617,842","7,808,921,000",500,원(KRW)
360,065650,메디프론,074605,기계장비 및 관련 물품 도매업,"29,439,113","14,719,556,500",500,원(KRW)
361,021880,메이슨캐피탈,116409,기타 금융업,"99,184,408","49,592,204,000",500,원(KRW)
362,140410,메지온,137001,자연과학 및 공학 연구개발업,"8,705,952","4,352,976,000",500,원(KRW)
363,241770,메카로,032004,기타 화학제품 제조업,"10,101,140","5,300,570,000",500,원(KRW)
364,059210,메타바이오메드,032103,의료용품 및 기타 의약 관련제품 제조업,"23,862,351","11,931,175,500",500,원(KRW)
365,327260,메탈라이프,032602,전자부품 제조업,"3,465,288","1,732,644,000",500,원(KRW)
366,058110,멕아이씨에스,032701,의료용 기기 제조업,"5,361,500","2,680,750,000",500,원(KRW)
367,096640,멜파스,032602,전자부품 제조업,"22,674,524","11,337,262,000",500,원(KRW)
368,257370,명성티엔에스,032902,특수 목적용 기계 제조업,"6,370,000","3,185,000,000",500,원(KRW)
369,149940,모다,032604,통신 및 방송 장비 제조업,"21,160,409","10,580,204,500",500,원(KRW)
370,080420,모다이노칩,074704,"섬유, 의복, 신발 및 가죽제품 소매업","79,721,622","39,860,811,000",500,원(KRW)
371,080160,모두투어,147502,여행사 및 기타 여행보조 서비스업,"18,900,000","9,450,000,000",500,원(KRW)
372,100030,모바일리더,105802,소프트웨어 개발 및 공급업,"3,283,714","1,641,857,000",500,원(KRW)
373,087260,모바일어플라이언스,105802,소프트웨어 개발 및 공급업,"15,000,000","7,500,000,000",500,원(KRW)
374,101330,모베이스,032604,통신 및 방송 장비 제조업,"23,958,188","11,979,094,000",500,원(KRW)
375,012860,모베이스전자,033003,자동차 신품 부품 제조업,"52,000,000","26,000,000,000",500,원(KRW)
376,250060,모비스,106201,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","32,171,314","3,217,131,400",100,원(KRW)
377,033200,모아텍,032602,전자부품 제조업,"14,331,185","7,665,592,500",500,원(KRW)
378,118990,모트렉스,033003,자동차 신품 부품 제조업,"27,250,545","2,725,054,500",100,원(KRW)
379,006920,모헨즈,032303,"시멘트, 석회, 플라스터 및 그 제품 제조업","10,920,000","5,460,000,000",500,원(KRW)
380,001810,무림SP,031701,"펄프, 종이 및 판지 제조업","22,137,500","11,068,750,000",500,원(KRW)
381,279600,미디어젠,105802,소프트웨어 개발 및 공급업,"4,638,281","2,319,140,500",500,원(KRW)
382,028040,미래SCI,032309,기타 비금속 광물제품 제조업,"44,979,502","22,489,751,000",500,원(KRW)
383,095500,미래나노텍,032202,플라스틱제품 제조업,"24,202,912","12,101,456,000",500,원(KRW)
384,218150,미래생명자원,031008,동물용 사료 및 조제식품 제조업,"18,671,428","1,867,142,800",100,원(KRW)
385,328380,미래에셋대우스팩3호,116601,금융 지원 서비스업,"6,482,000","648,200,000",100,원(KRW)
386,333430,미래에셋대우스팩4호,116601,금융 지원 서비스업,"4,390,000","439,000,000",100,원(KRW)
387,100790,미래에셋벤처투자,116409,기타 금융업,"46,000,823","46,500,823,000","1,000",원(KRW)
388,049950,미래컴퍼니,032902,특수 목적용 기계 제조업,"8,144,232","4,072,116,000",500,원(KRW)
389,213090,미래테크놀로지,105802,소프트웨어 개발 및 공급업,"6,120,788","3,060,394,000",500,원(KRW)
390,207760,미스터블루,106309,기타 정보 서비스업,"24,505,004","2,450,500,400",100,원(KRW)
391,059090,미코,032601,반도체 제조업,"31,316,603","15,658,301,500",500,원(KRW)
392,201490,미투온,105802,소프트웨어 개발 및 공급업,"31,257,770","15,628,885,000",500,원(KRW)
393,214180,민앤지,106309,기타 정보 서비스업,"12,682,476","6,341,238,000",500,원(KRW)
394,206640,바디텍메드,032103,의료용품 및 기타 의약 관련제품 제조업,"23,468,542","23,468,542,000","1,000",원(KRW)
395,018700,바른손,105901,"영화, 비디오물, 방송프로그램 제작 및 배급업","16,417,365","16,417,365,000","1,000",원(KRW)
396,035620,바른손이앤에이,105802,소프트웨어 개발 및 공급업,"70,612,278","35,306,139,000",500,원(KRW)
397,064520,바른전자,032601,반도체 제조업,"51,256,571","25,628,285,500",500,원(KRW)
398,029480,바른테크놀로지,032604,통신 및 방송 장비 제조업,"60,855,285","6,085,528,500",100,원(KRW)
399,053030,바이넥스,032102,의약품 제조업,"31,741,048","15,870,524,000",500,원(KRW)
400,064550,바이오니아,032103,의료용품 및 기타 의약 관련제품 제조업,"22,621,720","11,310,860,000",500,원(KRW)
401,208710,바이오로그디바이스,032602,전자부품 제조업,"28,870,357","2,887,035,700",100,원(KRW)
402,142760,바이오리더스,137001,자연과학 및 공학 연구개발업,"17,682,985","8,841,492,500",500,원(KRW)
403,065940,바이오빌,032001,기초 화학물질 제조업,"43,987,186","21,993,593,000",500,원(KRW)
404,086820,바이오솔루션,032101,기초 의약물질 및 생물학적 제제 제조업,"8,035,576","4,017,788,000",500,원(KRW)
405,038460,바이오스마트,032602,전자부품 제조업,"20,014,594","10,007,297,000",500,원(KRW)
406,044480,바이오제네틱스,032201,고무제품 제조업,"12,935,719","6,467,859,500",500,원(KRW)
407,086040,바이오톡스텍,137001,자연과학 및 공학 연구개발업,"14,587,623","7,293,811,500",500,원(KRW)
408,032980,바이온,074603,음·식료품 및 담배 도매업,"53,281,430","26,640,715,000",500,원(KRW)
409,043150,바텍,032701,의료용 기기 제조업,"14,854,256","7,427,128,000",500,원(KRW)
410,267790,배럴,031401,봉제의복 제조업,"7,818,100","3,909,050,000",500,원(KRW)
411,046310,백금T&A,032604,통신 및 방송 장비 제조업,"15,487,109","7,743,554,500",500,원(KRW)
412,036620,버추얼텍,074607,기타 전문 도매업,"56,821,162","28,410,581,000",500,원(KRW)
413,066410,버킷스튜디오,105901,"영화, 비디오물, 방송프로그램 제작 및 배급업","30,904,808","15,452,404,000",500,원(KRW)
414,019010,베뉴지,074701,종합 소매업,"48,200,000","24,100,000,000",500,원(KRW)
415,177350,베셀,032902,특수 목적용 기계 제조업,"11,192,368","5,596,184,000",500,원(KRW)
416,299910,베스파,105802,소프트웨어 개발 및 공급업,"8,016,521","4,008,260,500",500,원(KRW)
417,225530,보광산업,032309,기타 비금속 광물제품 제조업,"36,110,833","18,055,416,500",500,원(KRW)
418,250000,보라티알,074603,음·식료품 및 담배 도매업,"6,750,733","3,375,366,500",500,원(KRW)
419,006910,보성파워텍,032501,"구조용 금속제품, 탱크 및 증기발생기 제조업","46,073,059","23,036,529,500",500,원(KRW)
420,226340,본느,032004,기타 화학제품 제조업,"30,699,596","3,069,959,600",100,원(KRW)
421,014470,부방,116409,기타 금융업,"60,052,260","30,026,130,000",500,원(KRW)
422,008470,부스타,032501,"구조용 금속제품, 탱크 및 증기발생기 제조업","8,404,800","4,202,400,000",500,원(KRW)
423,100120,뷰웍스,032701,의료용 기기 제조업,"10,001,865","5,000,932,500",500,원(KRW)
424,066980,브레인콘텐츠,106309,기타 정보 서비스업,"158,418,281","79,209,140,500",500,원(KRW)
425,064480,브리지텍,105802,소프트웨어 개발 및 공급업,"11,952,500","6,176,250,000",500,원(KRW)
426,288330,브릿지바이오,032101,기초 의약물질 및 생물학적 제제 제조업,"6,225,058","3,112,529,000",500,원(KRW)
427,251630,브이원텍,032902,특수 목적용 기계 제조업,"15,050,580","7,525,290,000",500,원(KRW)
428,018290,브이티지엠피,032603,컴퓨터 및 주변장치 제조업,"38,351,371","19,175,685,500",500,원(KRW)
429,263920,블러썸엠앤씨,033309,그외 기타 제품 제조업,"11,969,518","5,984,759,000",500,원(KRW)
430,033560,블루콤,032605,영상 및 음향기기 제조업,"18,088,047","9,600,000,000",500,원(KRW)
431,121800,비덴트,032604,통신 및 방송 장비 제조업,"33,991,523","16,995,761,500",500,원(KRW)
432,148140,비디아이,032901,일반 목적용 기계 제조업,"7,920,750","3,960,375,000",500,원(KRW)
433,200780,비씨월드제약,032102,의약품 제조업,"8,008,318","1,601,663,600",200,원(KRW)
434,141000,비아트론,032902,특수 목적용 기계 제조업,"12,114,710","6,057,355,000",500,원(KRW)
435,090460,비에이치,032602,전자부품 제조업,"32,703,968","16,351,984,000",500,원(KRW)
436,083650,비에이치아이,032901,일반 목적용 기계 제조업,"26,000,000","13,000,000,000",500,원(KRW)
437,086670,비엠티,032901,일반 목적용 기계 제조업,"8,146,529","4,073,264,500",500,원(KRW)
438,138580,비즈니스온,105802,소프트웨어 개발 및 공급업,"9,544,940","4,772,470,000",500,원(KRW)
439,082920,비츠로셀,032802,일차전지 및 축전지 제조업,"21,539,152","10,769,576,000",500,원(KRW)
440,054220,비츠로시스,032801,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","52,295,547","26,147,773,500",500,원(KRW)
441,042370,비츠로테크,116409,기타 금융업,"22,353,873","11,176,936,500",500,원(KRW)
442,032850,비트컴퓨터,105802,소프트웨어 개발 및 공급업,"16,623,293","8,311,646,500",500,원(KRW)
443,238200,비피도,031007,기타 식품 제조업,"4,090,000","2,045,000,000",500,원(KRW)
444,093190,빅솔론,032603,컴퓨터 및 주변장치 제조업,"19,238,905","9,619,452,500",500,원(KRW)
445,065450,빅텍,032702,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","27,199,323","5,439,864,600",200,원(KRW)
446,072950,빛샘전자,032602,전자부품 제조업,"6,000,000","3,000,000,000",500,원(KRW)
447,143240,사람인에이치알,106301,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업","11,659,263","5,829,631,500",500,원(KRW)
448,100090,삼강엠앤티,032401,1차 철강 제조업,"27,863,420","13,931,710,000",500,원(KRW)
449,122350,삼기오토모티브,033003,자동차 신품 부품 제조업,"31,301,789","3,130,178,900",100,원(KRW)
450,014970,삼륭물산,031702,"골판지, 종이 상자 및 종이용기 제조업","15,125,000","7,562,500,000",500,원(KRW)
451,018310,삼목에스폼,032501,"구조용 금속제품, 탱크 및 증기발생기 제조업","14,700,000","7,350,000,000",500,원(KRW)
452,053700,삼보모터스,033003,자동차 신품 부품 제조업,"15,952,055","7,976,027,500",500,원(KRW)
453,009620,삼보산업,032402,1차 비철금속 제조업,"37,810,821","3,781,082,100",100,원(KRW)
454,023600,삼보판지,031701,"펄프, 종이 및 판지 제조업","16,170,000","8,085,000,000",500,원(KRW)
455,111870,삼본전자,032605,영상 및 음향기기 제조업,"62,489,921","31,244,960,500",500,원(KRW)
456,309930,삼성머스트스팩3호,116601,금융 지원 서비스업,"4,590,000","459,000,000",100,원(KRW)
457,291230,삼성스팩2호,116601,금융 지원 서비스업,"7,550,000","755,000,000",100,원(KRW)
458,009300,삼아제약,032102,의약품 제조업,"6,370,000","6,370,000,000","1,000",원(KRW)
459,225190,삼양옵틱스,032703,사진장비 및 광학기기 제조업,"10,090,000","5,045,000,000",500,원(KRW)
460,054540,삼영엠텍,032501,"구조용 금속제품, 탱크 및 증기발생기 제조업","13,000,000","6,772,413,500",500,원(KRW)
461,065570,삼영이엔씨,032604,통신 및 방송 장비 제조업,"8,800,000","4,400,000,000",500,원(KRW)
462,073640,삼원테크,032509,기타 금속 가공제품 제조업,"55,395,980","5,539,598,000",100,원(KRW)
463,032280,삼일,084903,도로 화물 운송업,"16,213,590","16,213,590,000","1,000",원(KRW)
464,002290,삼일기업공사,064101,건물 건설업,"12,400,000","6,200,000,000",500,원(KRW)
465,037460,삼지전자,032604,통신 및 방송 장비 제조업,"16,318,522","8,309,261,000",500,원(KRW)
466,032750,삼진,032604,통신 및 방송 장비 제조업,"6,000,000","3,000,000,000",500,원(KRW)
467,054090,삼진엘앤디,033309,그외 기타 제품 제조업,"24,959,232","12,479,616,000",500,원(KRW)
468,000250,삼천당제약,032102,의약품 제조업,"22,105,813","11,052,906,500",500,원(KRW)
469,024950,삼천리자전거,074604,생활용품 도매업,"13,273,577","6,636,788,500",500,원(KRW)
470,038500,삼표시멘트,032309,기타 비금속 광물제품 제조업,"107,357,173","53,678,586,500",500,원(KRW)
471,017480,삼현철강,032401,1차 철강 제조업,"15,702,890","8,551,445,000",500,원(KRW)
472,046390,삼화네트웍스,105901,"영화, 비디오물, 방송프로그램 제작 및 배급업","43,067,933","8,613,586,600",200,원(KRW)
473,027580,상보,032602,전자부품 제조업,"46,681,121","23,340,560,500",500,원(KRW)
474,038540,상상인,106201,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","55,328,313","57,187,237,000","1,000",원(KRW)
475,307870,상상인이안1호스팩,116601,금융 지원 서비스업,"4,750,000","475,000,000",100,원(KRW)
476,329560,상상인이안제2호스팩,116601,금융 지원 서비스업,"3,850,000","385,000,000",100,원(KRW)
477,101000,상상인인더스트리,032902,특수 목적용 기계 제조업,"63,132,866","31,566,433,000",500,원(KRW)
478,091580,상신이디피,032802,일차전지 및 축전지 제조업,"12,665,050","6,332,525,000",500,원(KRW)
479,263810,상신전자,032602,전자부품 제조업,"14,244,718","7,122,359,000",500,원(KRW)
480,089980,상아프론테크,032202,플라스틱제품 제조업,"15,311,968","7,655,984,000",500,원(KRW)
481,042940,상지카일룸,064101,건물 건설업,"42,557,354","21,278,677,000",500,원(KRW)
482,042600,새로닉스,032602,전자부품 제조업,"12,423,574","6,211,787,000",500,원(KRW)
483,263540,샘코,033103,"항공기,우주선 및 부품 제조업","8,164,945","4,082,472,500",500,원(KRW)
484,038070,서린바이오,074607,기타 전문 도매업,"7,500,676","3,750,338,000",500,원(KRW)
485,006730,서부T&D,074608,상품 종합 도매업,"55,438,883","27,719,441,500",500,원(KRW)
486,079650,서산,032303,"시멘트, 석회, 플라스터 및 그 제품 제조업","20,000,000","2,000,000,000",100,원(KRW)
487,100660,서암기계공업,032901,일반 목적용 기계 제조업,"12,600,000","6,300,000,000",500,원(KRW)
488,019770,서연탑메탈,032902,특수 목적용 기계 제조업,"11,650,000","5,825,000,000",500,원(KRW)
489,043710,서울리거,074607,기타 전문 도매업,"29,515,308","14,757,654,000",500,원(KRW)
490,046890,서울반도체,032601,반도체 제조업,"58,305,400","29,152,700,000",500,원(KRW)
491,063170,서울옥션,074601,상품 중개업,"16,917,500","8,458,750,000",500,원(KRW)
492,027040,서울전자통신,033309,그외 기타 제품 제조업,"69,588,847","34,794,423,500",500,원(KRW)
493,018680,서울제약,032102,의약품 제조업,"8,485,499","4,242,749,500",500,원(KRW)
494,093920,서원인텍,032604,통신 및 방송 장비 제조업,"18,600,000","9,300,000,000",500,원(KRW)
495,189860,서전기전,032801,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","9,698,780","4,849,390,000",500,원(KRW)
496,178320,서진시스템,032604,통신 및 방송 장비 제조업,"18,100,666","9,050,333,000",500,원(KRW)
497,122690,서진오토모티브,033003,자동차 신품 부품 제조업,"19,541,246","9,770,623,000",500,원(KRW)
498,140070,서플러스글로벌,074605,기계장비 및 관련 물품 도매업,"36,988,000","3,698,800,000",100,원(KRW)
499,011370,서한,064101,건물 건설업,"100,894,865","50,447,432,500",500,원(KRW)
500,065710,서호전기,032801,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","5,150,000","2,575,000,000",500,원(KRW)
501,035890,서희건설,064101,건물 건설업,"207,081,188","103,540,594,000",500,원(KRW)
502,003100,선광,085209,기타 운송관련 서비스업,"6,600,000","6,600,000,000","1,000",원(KRW)
503,123420,선데이토즈,105802,소프트웨어 개발 및 공급업,"9,569,842","4,784,921,000",500,원(KRW)
504,171090,선익시스템,032902,특수 목적용 기계 제조업,"8,999,295","4,499,647,500",500,원(KRW)
505,014620,성광벤드,032401,1차 철강 제조업,"28,600,000","14,300,000,000",500,원(KRW)
506,037350,성도이엔지,137201,"건축기술, 엔지니어링 및 관련 기술 서비스업","15,470,000","7,735,000,000",500,원(KRW)
507,081580,성우전자,032604,통신 및 방송 장비 제조업,"15,508,143","7,754,071,500",500,원(KRW)
508,045300,성우테크론,032602,전자부품 제조업,"9,228,094","4,614,047,000",500,원(KRW)
509,015750,성우하이텍,033003,자동차 신품 부품 제조업,"80,000,000","40,000,000,000",500,원(KRW)
510,080470,성창오토텍,033003,자동차 신품 부품 제조업,"7,300,000","3,650,000,000",500,원(KRW)
511,043260,성호전자,032602,전자부품 제조업,"35,598,043","17,799,021,500",500,원(KRW)
512,148150,세경하이테크,032602,전자부품 제조업,"11,642,000","5,821,000,000",500,원(KRW)
513,053060,세동,033003,자동차 신품 부품 제조업,"21,411,000","10,705,500,000",500,원(KRW)
514,017510,세명전기,032509,기타 금속 가공제품 제조업,"15,246,000","7,623,000,000",500,원(KRW)
515,214310,세미콘라이트,032601,반도체 제조업,"17,814,119","8,907,059,500",500,원(KRW)
516,011560,세보엠이씨,064202,건물설비 설치 공사업,"10,530,000","5,265,000,000",500,원(KRW)
517,100700,세운메디칼,032103,의료용품 및 기타 의약 관련제품 제조업,"43,800,000","4,380,000,000",100,원(KRW)
518,234100,세원,033003,자동차 신품 부품 제조업,"22,382,985","2,238,298,500",100,원(KRW)
519,024830,세원물산,033003,자동차 신품 부품 제조업,"8,350,000","4,175,000,000",500,원(KRW)
520,258830,세종메디칼,032701,의료용 기기 제조업,"6,777,741","3,388,870,500",500,원(KRW)
521,036630,세종텔레콤,106102,전기 통신업,"600,326,126","300,163,063,000",500,원(KRW)
522,039310,세중,147502,여행사 및 기타 여행보조 서비스업,"18,121,667","9,060,833,500",500,원(KRW)
523,067770,세진티에스,032602,전자부품 제조업,"8,396,593","4,198,296,500",500,원(KRW)
524,053450,세코닉스,032703,사진장비 및 광학기기 제조업,"11,803,281","5,901,640,500",500,원(KRW)
525,234340,세틀뱅크,106309,기타 정보 서비스업,"9,267,000","4,633,500,000",500,원(KRW)
526,252500,세화피앤씨,032004,기타 화학제품 제조업,"20,743,195","2,074,319,500",100,원(KRW)
527,051980,센트럴바이오,032202,플라스틱제품 제조업,"46,304,890","23,402,445,000",500,원(KRW)
528,049180,셀루메드,032101,기초 의약물질 및 생물학적 제제 제조업,"24,335,499","12,167,749,500",500,원(KRW)
529,299660,셀리드,137001,자연과학 및 공학 연구개발업,"9,578,692","4,789,346,000",500,원(KRW)
530,268600,셀리버리,137001,자연과학 및 공학 연구개발업,"7,820,107","3,910,053,500",500,원(KRW)
531,108860,셀바스AI,105802,소프트웨어 개발 및 공급업,"22,055,945","11,027,972,500",500,원(KRW)
532,208370,셀바스헬스케어,032701,의료용 기기 제조업,"21,667,139","10,833,569,500",500,원(KRW)
533,068760,셀트리온제약,032102,의약품 제조업,"34,089,105","17,044,552,500",500,원(KRW)
534,091990,셀트리온헬스케어,074607,기타 전문 도매업,"143,928,048","143,928,048,000","1,000",원(KRW)
535,053110,소리바다,106301,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업","63,676,845","31,838,422,500",500,원(KRW)
536,032680,소프트센,074605,기계장비 및 관련 물품 도매업,"33,575,801","16,859,329,000",500,원(KRW)
537,258790,소프트캠프,105802,소프트웨어 개발 및 공급업,"22,930,515","2,293,051,500",100,원(KRW)
538,066910,손오공,074607,기타 전문 도매업,"26,896,161","13,448,080,500",500,원(KRW)
539,043100,솔고바이오,032701,의료용 기기 제조업,"161,725,785","80,862,892,500",500,원(KRW)
540,154040,솔루에타,032602,전자부품 제조업,"12,980,146","6,490,073,000",500,원(KRW)
541,035610,솔본,137105,회사 본부 및 경영 컨설팅 서비스업,"27,345,997","13,672,998,500",500,원(KRW)
542,036830,솔브레인,032004,기타 화학제품 제조업,"17,398,271","8,699,135,500",500,원(KRW)
543,230980,솔트웍스,105802,소프트웨어 개발 및 공급업,"12,891,440","1,289,144,000",100,원(KRW)
544,086980,쇼박스,105901,"영화, 비디오물, 방송프로그램 제작 및 배급업","62,600,000","31,300,000,000",500,원(KRW)
545,050960,수산아이앤티,105802,소프트웨어 개발 및 공급업,"6,751,000","3,375,500,000",500,원(KRW)
546,084180,수성,032901,일반 목적용 기계 제조업,"13,171,214","6,585,607,000",500,원(KRW)
547,253840,수젠텍,032103,의료용품 및 기타 의약 관련제품 제조업,"12,926,006","6,463,003,000",500,원(KRW)
548,058530,슈펙스비앤피,074604,생활용품 도매업,"103,184,286","51,592,143,000",500,원(KRW)
549,236200,슈프리마,032604,통신 및 방송 장비 제조업,"7,193,273","3,596,636,500",500,원(KRW)
550,317770,슈프리마아이디,032602,전자부품 제조업,"2,992,520","1,496,260,000",500,원(KRW)
551,094840,슈프리마에이치큐,032604,통신 및 방송 장비 제조업,"10,471,840","5,235,920,000",500,원(KRW)
552,192440,슈피겐코리아,033309,그외 기타 제품 제조업,"6,216,363","3,108,181,500",500,원(KRW)
553,099440,스맥,032902,특수 목적용 기계 제조업,"28,436,327","14,218,163,500",500,원(KRW)
554,033790,스카이문스테크놀로지,032604,통신 및 방송 장비 제조업,"17,117,100","8,558,550,000",500,원(KRW)
555,159910,스킨앤스킨,032004,기타 화학제품 제조업,"134,597,610","13,459,761,000",100,원(KRW)
556,158310,스타모빌리티,032902,특수 목적용 기계 제조업,"12,071,642","6,035,821,000",500,원(KRW)
557,115570,스타플렉스,032202,플라스틱제품 제조업,"6,453,734","3,226,867,000",500,원(KRW)
558,253450,스튜디오드래곤,105901,"영화, 비디오물, 방송프로그램 제작 및 배급업","28,096,370","14,048,185,000",500,원(KRW)
559,013810,스페코,032902,특수 목적용 기계 제조업,"14,655,470","7,327,735,000",500,원(KRW)
560,049830,승일,032509,기타 금속 가공제품 제조업,"6,132,112","3,066,056,000",500,원(KRW)
561,020710,시공테크,137302,전문디자인업,"20,047,970","10,023,985,000",500,원(KRW)
562,033170,시그네틱스,032601,반도체 제조업,"85,728,319","42,864,159,500",500,원(KRW)
563,048870,시너지이노베이션,032701,의료용 기기 제조업,"65,168,761","32,584,380,500",500,원(KRW)
564,025320,시노펙스,032602,전자부품 제조업,"72,561,128","36,713,620,500",500,원(KRW)
565,269620,시스웍,032702,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","18,000,000","1,800,000,000",100,원(KRW)
566,131090,시큐브,105802,소프트웨어 개발 및 공급업,"38,000,000","3,800,000,000",100,원(KRW)
567,001000,신라섬유,126801,부동산 임대 및 공급업,"24,277,540","2,427,754,000",100,원(KRW)
568,025870,신라에스지,074603,음·식료품 및 담배 도매업,"4,000,000","2,000,000,000",500,원(KRW)
569,215600,신라젠,137001,자연과학 및 공학 연구개발업,"71,552,125","35,776,062,500",500,원(KRW)
570,065350,신성델타테크,032805,가정용 기기 제조업,"24,177,101","12,088,550,500",500,원(KRW)
571,056000,신스타임즈,105802,소프트웨어 개발 및 공급업,"14,136,600","7,068,300,000",500,원(KRW)
572,002800,신신제약,032102,의약품 제조업,"15,170,500","7,585,250,000",500,원(KRW)
573,323280,신영스팩5호,116601,금융 지원 서비스업,"3,505,000","350,500,000",100,원(KRW)
574,017000,신원종합개발,064101,건물 건설업,"10,068,027","52,989,616,000","5,000",원(KRW)
575,012790,신일제약,032102,의약품 제조업,"10,902,000","5,451,000,000",500,원(KRW)
576,138070,신진에스엠,032509,기타 금속 가공제품 제조업,"8,972,183","4,486,091,500",500,원(KRW)
577,226330,신테카바이오,105802,소프트웨어 개발 및 공급업,"13,173,636","6,586,818,000",500,원(KRW)
578,277480,신한제4호스팩,116601,금융 지원 서비스업,"6,010,000","601,000,000",100,원(KRW)
579,323230,신한제5호스팩,116601,금융 지원 서비스업,"4,310,000","431,000,000",100,원(KRW)
580,333050,신한제6호스팩,116601,금융 지원 서비스업,"5,010,000","501,000,000",100,원(KRW)
581,056700,신화인터텍,032202,플라스틱제품 제조업,"29,135,091","14,567,545,500",500,원(KRW)
582,187270,신화콘텍,032801,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","10,143,845","5,071,922,500",500,원(KRW)
583,243840,신흥에스이씨,032802,일차전지 및 축전지 제조업,"6,572,261","16,430,652,500","2,500",원(KRW)
584,108320,실리콘웍스,032601,반도체 제조업,"16,264,300","8,132,150,000",500,원(KRW)
585,222800,심텍,032602,전자부품 제조업,"22,752,959","11,376,479,500",500,원(KRW)
